company,description,job_url,text,title,llm_response
Ntech IT Solutions Private Limited,"**Description of role/function .NET with Blazor Developer**

Location: Remote

You need to implement UI, constructing our API, connecting the two, and setting up our server infrastructure. This includes all associated areas such as front end, database and architecture design. You will coordinate with the rest of the team working on different  
layers of the infrastructure.

**Tasks \\& responsibilities**

**Sound grasps of object\\-oriented programming.**

Minimum 5 years experience in .NET development

**Proven experience in .Net Development (.NET, Blazor, .Net Web API, MVC \\& C\\#)**

SQL Server

**CSS, JavaScript \\& jQuery**

Git

**Visual Studio**

Full project life cycle software development

**Deep functional knowledge or hands on design experience with Web Services (REST)**

**Education \\& experience**

**Responsible for development of new highly\\-responsive, web\\-based user interface**

Must have a strong understanding of UI, cross\\-browser compatibility, general web functions and standards.

**Work independently and collaborate with the rest of the development team**

Write clean, robust code backed by automated unit tests with full coverage

**Evaluate and recommend software components and practices to help keep the product competitive**

Work with product team and UI/UX designers

**Learn and understand user interactions**

Develop a flexible and well\\-structured front and back end architecture

**Good communication, presenting, collaboration and stakeholder management skills.**

Job Type: Contractual / Temporary  
Contract length: 6 months

Pay: ₹800,000\\.00 \\- ₹1,100,000\\.00 per year

Schedule:

* Day shift

Experience:

* total work: 5 years (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=35fbd2769c565465,"SQL Developer: **Description of role/function .NET with Blazor Developer**

Location: Remote

You need to implement UI, constructing our API, connecting the two, and setting up our server infrastructure. This includes all associated areas such as front end, database and architecture design. You will coordinate with the rest of the team working on different  
layers of the infrastructure.

**Tasks \\& responsibilities**

**Sound grasps of object\\-oriented programming.**

Minimum 5 years experience in .NET development

**Proven experience in .Net Development (.NET, Blazor, .Net Web API, MVC \\& C\\#)**

SQL Server

**CSS, JavaScript \\& jQuery**

Git

**Visual Studio**

Full project life cycle software development

**Deep functional knowledge or hands on design experience with Web Services (REST)**

**Education \\& experience**

**Responsible for development of new highly\\-responsive, web\\-based user interface**

Must have a strong understanding of UI, cross\\-browser compatibility, general web functions and standards.

**Work independently and collaborate with the rest of the development team**

Write clean, robust code backed by automated unit tests with full coverage

**Evaluate and recommend software components and practices to help keep the product competitive**

Work with product team and UI/UX designers

**Learn and understand user interactions**

Develop a flexible and well\\-structured front and back end architecture

**Good communication, presenting, collaboration and stakeholder management skills.**

Job Type: Contractual / Temporary  
Contract length: 6 months

Pay: ₹800,000\\.00 \\- ₹1,100,000\\.00 per year

Schedule:

* Day shift

Experience:

* total work: 5 years (Preferred)

Work Location: In person Ntech IT Solutions Private Limited",SQL Developer,
Apple,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009541959972,Full Stack Software Engineer - Manufacturing Systems & Infrastructure: N/A Apple,Full Stack Software Engineer - Manufacturing Systems & Infrastructure,
Target,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009542051083,Full Stack Engineer: N/A Target,Full Stack Engineer,
Taski Technologies Private Limited,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009527425741,Junior DevOps Engineer: N/A Taski Technologies Private Limited,Junior DevOps Engineer,
Yash Technologies,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009528684292,Software Engineer - Talend: N/A Yash Technologies,Software Engineer - Talend,
Ekaga Futuristics Private Limited,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009550961113,React Native Developer: N/A Ekaga Futuristics Private Limited,React Native Developer,
formonex solutions pvt ltd,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009552233051,React Native Developer: N/A formonex solutions pvt ltd,React Native Developer,
Colortext digital solutions private limited,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009552258909,Python Developer: N/A Colortext digital solutions private limited,Python Developer,
TrueFirms,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009552225111,Java Developer: N/A TrueFirms,Java Developer,
Bizzhype HR,"**Role Description**

This full\\-time on\\-site position is for a Java Fullstack Tech Lead located in Bengaluru. As a Tech Lead, you will be responsible for leading a team of developers and guiding them in implementing high\\-quality software solutions. You will work closely with cross\\-functional teams to design, develop and maintain web and mobile applications, and APIs. Additionally, you will collaborate with program managers, designers, and other stakeholders to ensure timely delivery of software solutions.

**Qualifications**

● Bachelor's degree in Computer Science or a related field, or equivalent experience.

● Minimum of 6 years of experience developing and delivering web and mobile applications using Java technologies.

● Strong understanding of distributed systems, microservices architecture, and APIs.

● Experience in both front\\-end frameworks like Angular, React, and back\\-end frameworks like Spring, Hibernate, and GraphQL.

● Experience in cloud technologies like AWS.

● Proficient in CI/CD pipelines, Git, and containerization technologies like Docker and Kubernetes.

● Strong communication skills, with a collaborative mindset and the ability to work in a cross\\-functional team environment.

● Experience leading a team and managing project timelines and deliverables.

Job Type: Full\\-time

Pay: ₹1,500,000\\.00 \\- ₹2,200,000\\.00 per year

Benefits:

* Health insurance
* Paid time off
* Provident Fund
* Work from home

Location Type:

* In\\-person

Ability to commute/relocate:

* Bangalore, Karnataka: Reliably commute or planning to relocate before starting work (Preferred)

Application Question(s):

* What is your current CTC and expectation?
* How much experience do you have in Docker and Kubernetes?
* Can you join immediately or What is your notice period?

Experience:

* Git: 3 years (Preferred)
* CI/CD: 3 years (Preferred)
* Java: 6 years (Preferred)
* Angular/React.js: 4 years (Preferred)
* Spring Boot: 5 years (Preferred)
* AWS: 3 years (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=c43c1040e0c25ba2,"Full Stack Java Developer - 6+ Years (Bangalore): **Role Description**

This full\\-time on\\-site position is for a Java Fullstack Tech Lead located in Bengaluru. As a Tech Lead, you will be responsible for leading a team of developers and guiding them in implementing high\\-quality software solutions. You will work closely with cross\\-functional teams to design, develop and maintain web and mobile applications, and APIs. Additionally, you will collaborate with program managers, designers, and other stakeholders to ensure timely delivery of software solutions.

**Qualifications**

● Bachelor's degree in Computer Science or a related field, or equivalent experience.

● Minimum of 6 years of experience developing and delivering web and mobile applications using Java technologies.

● Strong understanding of distributed systems, microservices architecture, and APIs.

● Experience in both front\\-end frameworks like Angular, React, and back\\-end frameworks like Spring, Hibernate, and GraphQL.

● Experience in cloud technologies like AWS.

● Proficient in CI/CD pipelines, Git, and containerization technologies like Docker and Kubernetes.

● Strong communication skills, with a collaborative mindset and the ability to work in a cross\\-functional team environment.

● Experience leading a team and managing project timelines and deliverables.

Job Type: Full\\-time

Pay: ₹1,500,000\\.00 \\- ₹2,200,000\\.00 per year

Benefits:

* Health insurance
* Paid time off
* Provident Fund
* Work from home

Location Type:

* In\\-person

Ability to commute/relocate:

* Bangalore, Karnataka: Reliably commute or planning to relocate before starting work (Preferred)

Application Question(s):

* What is your current CTC and expectation?
* How much experience do you have in Docker and Kubernetes?
* Can you join immediately or What is your notice period?

Experience:

* Git: 3 years (Preferred)
* CI/CD: 3 years (Preferred)
* Java: 6 years (Preferred)
* Angular/React.js: 4 years (Preferred)
* Spring Boot: 5 years (Preferred)
* AWS: 3 years (Preferred)

Work Location: In person Bizzhype HR",Full Stack Java Developer - 6+ Years (Bangalore),
Amazon.com,"* 3\\+ years of non\\-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience
* 3\\+ years of non\\-internship professional software development experience
* Experience programming with at least one software programming language


AWS Utility Computing (UC) provides product innovations — from foundational services such as Amazon’s Simple Storage Service (S3\\) and Amazon Elastic Compute Cloud (EC2\\), to consistently released new product innovations that continue to set AWS’s services and features apart in the industry. As a member of the UC organization, you’ll support the development and management of Compute, Database, Storage, Internet of Things (Iot), Platform, and Productivity Apps services in AWS, including support for customers who require specialized security solutions for their cloud services.
  
Are you interested in building hyper\\-scale database services in the cloud? Do you want to revolutionize the way databases are built for the cloud ? Do you want to have direct and immediate impact on hundreds of thousands of users who use AWS database services?
  
  

Amazon Aurora is an exciting new area of innovation for AWS, and the Postgres\\-compatible edition of Amazon Aurora is built on one of the most active code bases in the open source community. The Postgres\\-compatible version of Amazon Aurora is a relational database which offers enterprise\\-class performance, availability and durability to our customers, along with the management benefits of RDS. We are one of the fastest growing businesses within Amazon Web Services. We are currently spread across Seattle and Boston.
  
  

If you’re an engineer who is looking to grow, come on board! We have one of the most senior teams in AWS \\- and our senior engineers are eager to brainstorm, mentor, and get software built together. We build software, we patent new things, and we attend conferences around the world to learn even more. We have challenging problems to solve in distributed systems, concurrency, database internals, caching, query optimization, languages, and performance engineering.
  
  

Amazon Aurora PostgreSQL Engine team is looking for experienced technical experts in relational databases and large scale storage system technologies, who are excited about building large scale database systems that run across thousands of servers across multiple datacenters worldwide. These are core systems development positions where you will own the design and development of significant system software components critical to our industry leading database services architected for the cloud. You will be part of the team that architects, designs, and implements highly scalable distributed database systems that provide availability, reliability and performance guarantees. This is a hands on position where you will be asked to do everything from building rock\\-solid components to mentoring other engineers. You need to not only be a top software developer and systems designer with a good track record of delivering and also excel in communication, leadership and customer focus. A successful candidate will bring deep technical and software expertise and ability to deliver a service that has a broad business impact.
  
  

We intend to be the world's best and fastest database, built by an excellent team, all while having fun \\- come join us on the journey! For more information about Aurora, please visit http://aws.amazon.com/rds/aurora.
  
  

Key job responsibilities
  
Our engineers collaborate across diverse teams, projects, and environments to have a firsthand impact on our global customer base. You’ll bring a passion for innovation, data, search, analytics, and distributed systems. You’ll also:
  
* Solve challenging technical problems, often ones not solved before, at every layer of the stack.
* Design, implement, test, deploy and maintain innovative software solutions to transform service performance, durability, cost, and security.
* Build high\\-quality, highly available, always\\-on products.
* Research implementations that deliver the best possible experiences for customers.


A day in the life
  
As you design and code solutions to help our team drive efficiencies in software architecture, you’ll create metrics, implement automation and other improvements, and resolve the root cause of software defects. You’ll also:
  
* Build high\\-impact solutions to deliver to our large customer base.
* Participate in design discussions, code review, and communicate with internal and external stakeholders.
* Work cross\\-functionally to help drive business decisions with your technical input.
* Work in a startup\\-like development environment, where you’re always working on the most important stuff.


About the team
  
Diverse Experiences
  
AWS values diverse experiences. Even if you do not meet all of the preferred qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying.
  
  

Why AWS?
  
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses.
  
  

Inclusive Team Culture
  
Here at AWS, it’s in our nature to learn and be curious. Our employee\\-led affinity groups foster a culture of inclusion that empower us to be proud of our differences. Ongoing events and learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences, inspire us to never stop embracing our uniqueness.
  
  

Mentorship \\& Career Growth
  
We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge\\-sharing, mentorship and other career\\-advancing resources here to help you develop into a better\\-rounded professional.
  
  

Work/Life Balance
  
We value work\\-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why we strive for flexibility as part of our working culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud.
  
  

* 3\\+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience
* Bachelor's degree in computer science or equivalent


Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how\\-we\\-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.",https://in.indeed.com/viewjob?jk=6b588ad4d7ccdc63,"Software Dev Engineer, Aurora PostgreSQL Engine: * 3\\+ years of non\\-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience
* 3\\+ years of non\\-internship professional software development experience
* Experience programming with at least one software programming language


AWS Utility Computing (UC) provides product innovations — from foundational services such as Amazon’s Simple Storage Service (S3\\) and Amazon Elastic Compute Cloud (EC2\\), to consistently released new product innovations that continue to set AWS’s services and features apart in the industry. As a member of the UC organization, you’ll support the development and management of Compute, Database, Storage, Internet of Things (Iot), Platform, and Productivity Apps services in AWS, including support for customers who require specialized security solutions for their cloud services.
  
Are you interested in building hyper\\-scale database services in the cloud? Do you want to revolutionize the way databases are built for the cloud ? Do you want to have direct and immediate impact on hundreds of thousands of users who use AWS database services?
  
  

Amazon Aurora is an exciting new area of innovation for AWS, and the Postgres\\-compatible edition of Amazon Aurora is built on one of the most active code bases in the open source community. The Postgres\\-compatible version of Amazon Aurora is a relational database which offers enterprise\\-class performance, availability and durability to our customers, along with the management benefits of RDS. We are one of the fastest growing businesses within Amazon Web Services. We are currently spread across Seattle and Boston.
  
  

If you’re an engineer who is looking to grow, come on board! We have one of the most senior teams in AWS \\- and our senior engineers are eager to brainstorm, mentor, and get software built together. We build software, we patent new things, and we attend conferences around the world to learn even more. We have challenging problems to solve in distributed systems, concurrency, database internals, caching, query optimization, languages, and performance engineering.
  
  

Amazon Aurora PostgreSQL Engine team is looking for experienced technical experts in relational databases and large scale storage system technologies, who are excited about building large scale database systems that run across thousands of servers across multiple datacenters worldwide. These are core systems development positions where you will own the design and development of significant system software components critical to our industry leading database services architected for the cloud. You will be part of the team that architects, designs, and implements highly scalable distributed database systems that provide availability, reliability and performance guarantees. This is a hands on position where you will be asked to do everything from building rock\\-solid components to mentoring other engineers. You need to not only be a top software developer and systems designer with a good track record of delivering and also excel in communication, leadership and customer focus. A successful candidate will bring deep technical and software expertise and ability to deliver a service that has a broad business impact.
  
  

We intend to be the world's best and fastest database, built by an excellent team, all while having fun \\- come join us on the journey! For more information about Aurora, please visit http://aws.amazon.com/rds/aurora.
  
  

Key job responsibilities
  
Our engineers collaborate across diverse teams, projects, and environments to have a firsthand impact on our global customer base. You’ll bring a passion for innovation, data, search, analytics, and distributed systems. You’ll also:
  
* Solve challenging technical problems, often ones not solved before, at every layer of the stack.
* Design, implement, test, deploy and maintain innovative software solutions to transform service performance, durability, cost, and security.
* Build high\\-quality, highly available, always\\-on products.
* Research implementations that deliver the best possible experiences for customers.


A day in the life
  
As you design and code solutions to help our team drive efficiencies in software architecture, you’ll create metrics, implement automation and other improvements, and resolve the root cause of software defects. You’ll also:
  
* Build high\\-impact solutions to deliver to our large customer base.
* Participate in design discussions, code review, and communicate with internal and external stakeholders.
* Work cross\\-functionally to help drive business decisions with your technical input.
* Work in a startup\\-like development environment, where you’re always working on the most important stuff.


About the team
  
Diverse Experiences
  
AWS values diverse experiences. Even if you do not meet all of the preferred qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying.
  
  

Why AWS?
  
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses.
  
  

Inclusive Team Culture
  
Here at AWS, it’s in our nature to learn and be curious. Our employee\\-led affinity groups foster a culture of inclusion that empower us to be proud of our differences. Ongoing events and learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences, inspire us to never stop embracing our uniqueness.
  
  

Mentorship \\& Career Growth
  
We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge\\-sharing, mentorship and other career\\-advancing resources here to help you develop into a better\\-rounded professional.
  
  

Work/Life Balance
  
We value work\\-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why we strive for flexibility as part of our working culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud.
  
  

* 3\\+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations experience
* Bachelor's degree in computer science or equivalent


Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how\\-we\\-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner. Amazon.com","Software Dev Engineer, Aurora PostgreSQL Engine",
Microsoft,"What if your job description were simply “make tomorrow better?” Every day at Microsoft, we bring an insatiable curiosity to the workplace, challenging ourselves to reimagine what it is and what it can be. We build on what’s come before to create what’s next. We help shape the future and we empower billions of people around the globe.  

Online Advertising is one of the fastest growing businesses on the Internet today, with about $70 billion of a $600 billion advertising market already online. Search engines, web publishers, major ad networks, and ad exchanges are now serving billions of ad impressions per day and generating terabytes of user events data every day. The rapid growth of online advertising has created enormous opportunities as well as technical challenges that demand computationally intelligence and scalable algorithms. Eventually Computational Advertising has emerged as a new interdisciplinary field that involves information retrieval, data mining, machine learning, statistical modeling, optimization, linear algebra, and micro\\-economics, to solve challenging problems that arise in online advertising.  

  

We are looking for a **Software Engineering Manager** who has shipped products or worked on large scale online services and has relevant software development experience. This is a rare opportunity to influence technology development in an important growth area at Microsoft. You will design, implement, analyze and tune complex algorithms operating on large datasets in collaboration with top scientists and engineers across Microsoft’s global R\\&D team.  

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

**Responsibilities**
--------------------

* Design and development of large scale online and offline platform tools for Ads related products.
* Develop novel algorithms in the space of sponsored search to constantly improve the operational efficacy and monetization impact to stake holders .
* Architect new designs and develop features for cloud\\-based applications.
* Analyze Giga/Tera bytes of logs and create observation/opportunities and avenues of improvements in the system.
* Ideate on newer aspects of advertising avenues and augment the platform with richer products for the stake holders.

**Qualifications**
------------------

**Required Qualifications:*** Bachelor's Degree in Computer Science or related technical field AND 8\\+ years technical engineering experience with coding in languages including, but not limited to, C, C\\+\\+, C\\#, Java, JavaScript, or Python
	+ OR Master's Degree in Computer Science or related technical field AND 6\\+ years technical engineering experience with coding in languages including, but not limited to, C, C\\+\\+, C\\#, Java, JavaScript, or Python
	+ OR equivalent experience.
* Strong command over manipulating data structures and developing efficient algorithms.
* Experience working with Azure, AWS or other cloud platforms.
* Experience with distributed systems design and implementation, especially microservices architecture.
* 2\\+ years people management experience.

**Preferred Qualifications:*** Experience working with Big Data technologies like Hadoop, Spark, Cosmos etc. is preferred.
* BTech/MTech experience.


Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",https://in.indeed.com/viewjob?jk=13b26fddbb811450,"Software Engineering Manager: What if your job description were simply “make tomorrow better?” Every day at Microsoft, we bring an insatiable curiosity to the workplace, challenging ourselves to reimagine what it is and what it can be. We build on what’s come before to create what’s next. We help shape the future and we empower billions of people around the globe.  

Online Advertising is one of the fastest growing businesses on the Internet today, with about $70 billion of a $600 billion advertising market already online. Search engines, web publishers, major ad networks, and ad exchanges are now serving billions of ad impressions per day and generating terabytes of user events data every day. The rapid growth of online advertising has created enormous opportunities as well as technical challenges that demand computationally intelligence and scalable algorithms. Eventually Computational Advertising has emerged as a new interdisciplinary field that involves information retrieval, data mining, machine learning, statistical modeling, optimization, linear algebra, and micro\\-economics, to solve challenging problems that arise in online advertising.  

  

We are looking for a **Software Engineering Manager** who has shipped products or worked on large scale online services and has relevant software development experience. This is a rare opportunity to influence technology development in an important growth area at Microsoft. You will design, implement, analyze and tune complex algorithms operating on large datasets in collaboration with top scientists and engineers across Microsoft’s global R\\&D team.  

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

**Responsibilities**
--------------------

* Design and development of large scale online and offline platform tools for Ads related products.
* Develop novel algorithms in the space of sponsored search to constantly improve the operational efficacy and monetization impact to stake holders .
* Architect new designs and develop features for cloud\\-based applications.
* Analyze Giga/Tera bytes of logs and create observation/opportunities and avenues of improvements in the system.
* Ideate on newer aspects of advertising avenues and augment the platform with richer products for the stake holders.

**Qualifications**
------------------

**Required Qualifications:*** Bachelor's Degree in Computer Science or related technical field AND 8\\+ years technical engineering experience with coding in languages including, but not limited to, C, C\\+\\+, C\\#, Java, JavaScript, or Python
	+ OR Master's Degree in Computer Science or related technical field AND 6\\+ years technical engineering experience with coding in languages including, but not limited to, C, C\\+\\+, C\\#, Java, JavaScript, or Python
	+ OR equivalent experience.
* Strong command over manipulating data structures and developing efficient algorithms.
* Experience working with Azure, AWS or other cloud platforms.
* Experience with distributed systems design and implementation, especially microservices architecture.
* 2\\+ years people management experience.

**Preferred Qualifications:*** Experience working with Big Data technologies like Hadoop, Spark, Cosmos etc. is preferred.
* BTech/MTech experience.


Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations. Microsoft",Software Engineering Manager,
